product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
"Vodka - Hot, Lnferno",140,432.6,12/19/2022,Kaymbo,PO Box 77970,electronics,64.94,2407254345116,215
Beer - Camerons Cream Ale,809,55.14,8/16/2023,Blogspan,Apt 1793,clothing,93.14,6819768334452,339
Buttons,212,687.15,2/4/2022,Quimba,Apt 798,electronics,95.62,8012837376177,265
Syrup - Chocolate,971,706.85,7/3/2022,Brainlounge,Apt 242,clothing,63.98,2461242717436,102
Mint - Fresh,301,132.73,4/4/2023,Meeveo,Apt 113,home goods,58.1,4618106597730,114
Pork - European Side Bacon,55,73.0,12/21/2023,Devpoint,Apt 894,electronics,81.56,5047254980637,168
"Pork - Ham, Virginia",292,961.95,6/8/2022,Zoonoodle,Room 891,clothing,46.5,8929320235754,7
Beer - Mill St Organic,413,263.68,11/17/2022,Riffwire,10th Floor,clothing,85.95,8685583785051,195
Langers - Ruby Red Grapfruit,398,527.65,3/10/2022,Cogidoo,2nd Floor,electronics,11.8,8954425790869,293
Bagels Poppyseed,19,174.71,6/17/2022,Skipfire,12th Floor,home goods,65.21,5319662032138,204
Cheese - Montery Jack,193,512.28,3/5/2023,Tanoodle,8th Floor,clothing,5.25,8993956464288,56
Cup - 4oz Translucent,858,951.29,4/13/2023,Avamba,Suite 10,electronics,22.94,6062084963985,363
Lotus Rootlets - Canned,427,430.36,10/7/2023,Realmix,Suite 94,home goods,64.61,2221951473052,63
Coffee - Dark Roast,288,558.24,4/27/2022,Blogtag,Suite 98,clothing,17.3,3419611594621,285
Pasta - Canelloni,797,955.76,1/16/2022,Zoomlounge,4th Floor,clothing,30.29,5829689949606,3
Potatoes - Parissienne,85,838.63,1/1/2023,Dynabox,Suite 81,clothing,61.78,1872525898173,100
Potatoes - Idaho 100 Count,5,213.3,6/26/2022,Yodel,Apt 1109,home goods,10.85,1218970305895,121
Bread - Hot Dog Buns,827,761.47,12/12/2022,Eare,Suite 52,clothing,66.09,2291580019500,148
"Pasta - Elbows, Macaroni, Dry",623,699.1,3/28/2022,Feedspan,Suite 100,electronics,35.75,7915341663879,338
Dehydrated Kelp Kombo,254,898.2,10/15/2023,Fanoodle,15th Floor,home goods,93.9,4923207082861,239
Rabbit - Legs,535,623.59,1/2/2022,Avamba,Apt 1013,home goods,70.28,3721922502093,222
Wine - Sawmill Creek Autumn,416,926.97,2/23/2022,Wordware,PO Box 68046,electronics,94.27,8321161262712,44
"Pork - Bacon,back Peameal",72,901.91,8/18/2022,Devpoint,1st Floor,electronics,27.61,4738505921167,229
Wine - Bouchard La Vignee Pinot,879,608.08,12/6/2023,Kare,Suite 44,home goods,21.81,2713652592648,253
Table Cloth 144x90 White,463,15.62,10/13/2022,Browsetype,19th Floor,clothing,12.43,7740235277920,219
Tomatoes - Orange,291,500.24,4/7/2022,Rhynyx,PO Box 79385,clothing,68.59,2591002684585,204
Pastry - Cheese Baked Scones,965,826.25,9/2/2022,Twinte,PO Box 40622,electronics,47.7,7117672881843,212
"Quail - Whole, Bone - In",816,868.93,1/30/2022,Shuffledrive,15th Floor,electronics,63.21,2056702009542,63
Arctic Char - Fillets,373,477.76,8/30/2022,Yamia,9th Floor,electronics,25.4,8229566992901,296
Peas - Frozen,661,344.58,11/7/2022,Yakijo,1st Floor,home goods,50.75,7913388461530,355
Wine - Gato Negro Cabernet,839,87.43,4/1/2022,Wordpedia,PO Box 15241,electronics,45.34,2935218211341,35
Longos - Burritos,752,26.24,8/11/2023,Rhyzio,20th Floor,home goods,11.17,6115877293165,359
Muffin Hinge Container 6,410,385.12,9/15/2023,Agimba,Suite 24,electronics,29.35,1734308366356,172
Wine - Chardonnay Mondavi,968,898.33,12/25/2023,Mudo,Room 1110,home goods,40.86,2624769582803,36
Spic And Span All Purpose,584,547.9,6/29/2023,Gevee,Apt 1144,clothing,42.83,3539573611328,254
Table Cloth 54x72 White,286,886.48,3/27/2022,Wikido,4th Floor,electronics,69.15,3365477517741,244
Longos - Burritos,802,812.62,1/4/2022,Youspan,Apt 370,electronics,68.34,1160119047720,197
Sole - Iqf,291,489.83,5/10/2022,Abatz,Suite 53,home goods,9.71,9417843740346,41
Phyllo Dough,532,882.24,6/24/2023,Dazzlesphere,10th Floor,home goods,70.5,8714190886013,331
Cod - Black Whole Fillet,221,905.95,9/23/2023,Camimbo,Apt 1262,electronics,51.82,7403532454061,332
Juice - Orange,523,277.84,3/27/2022,Bubblebox,Suite 85,electronics,52.06,9051452621918,46
Veal - Kidney,86,417.84,12/27/2023,Roomm,Suite 77,home goods,72.55,3702325857019,72
Kirsch - Schloss,204,833.23,11/7/2022,Agivu,PO Box 27196,electronics,57.46,2958180597759,178
Island Oasis - Strawberry,231,90.09,4/5/2022,Riffpath,20th Floor,home goods,78.82,5208146431092,60
Cake - Pancake,194,258.76,9/25/2022,Zazio,PO Box 43203,electronics,98.56,7457171788033,303
"Pork - Butt, Boneless",630,649.91,6/5/2023,Vimbo,Suite 59,clothing,41.47,3700511196837,131
Ice Cream - Super Sandwich,309,129.08,3/4/2023,Eare,Apt 44,electronics,84.72,9227058572506,141
"Octopus - Baby, Cleaned",938,814.71,5/11/2022,Jatri,PO Box 7582,home goods,95.55,6502993472614,346
Sausage - Andouille,400,674.15,2/7/2022,Avaveo,13th Floor,clothing,17.44,8149469269417,260
Wood Chips - Regular,997,848.85,9/6/2023,Twitterbridge,16th Floor,home goods,3.23,8688322334188,55
Wine - Casablanca Valley,448,48.04,2/10/2022,Browsezoom,Apt 1288,home goods,2.01,3701876362775,124
Spice - Paprika,491,522.38,9/1/2023,Blogspan,Suite 99,electronics,50.8,8460832583890,66
Fib N9 - Prague Powder,323,621.8,1/17/2023,Kare,Apt 1443,clothing,46.91,6081978487205,58
"Wine - White, Lindemans Bin 95",708,394.24,12/1/2022,Thoughtstorm,Suite 45,electronics,42.45,1577386349882,246
Wine - Alicanca Vinho Verde,396,838.41,1/13/2023,Zoombeat,Apt 570,home goods,22.81,1025988517106,326
Sour Cream,609,111.56,6/13/2022,Jayo,Apt 514,clothing,75.37,1526355733366,88
"Soup - Campbells, Spinach Crm",546,830.95,1/5/2022,Blogpad,Apt 811,home goods,82.92,3033920302660,22
Sugar - Crumb,820,558.14,11/19/2023,Ozu,Room 1463,clothing,43.22,6077936287630,56
Tomato - Green,534,480.55,2/27/2023,Blognation,Room 1183,electronics,75.86,2740927379238,295
"Jam - Raspberry,jar",5,287.69,3/21/2022,Yozio,Apt 1307,home goods,4.52,7098662921255,266
Pectin,591,547.16,12/9/2023,Devpulse,PO Box 78257,home goods,23.75,4129516241328,347
Liqueur - Melon,710,595.61,3/24/2023,Aivee,Suite 99,clothing,47.83,6041018666823,27
Juice - Happy Planet,801,510.97,1/21/2022,Dynazzy,PO Box 20813,electronics,41.36,2108628366518,173
Pomegranates,935,487.12,2/19/2023,Tagpad,Room 1137,electronics,79.1,9978886540297,297
"Lamb - Pieces, Diced",628,428.77,5/28/2023,Mudo,Apt 1178,home goods,98.18,7699394224917,325
Chinese Foods - Pepper Beef,347,839.2,12/15/2022,Yambee,Room 793,home goods,85.47,2155238129220,75
Bread - Kimel Stick Poly,93,679.39,7/13/2022,Mynte,Suite 37,clothing,67.56,8779626571538,347
Oil - Macadamia,507,688.98,6/7/2023,Yata,Room 1183,electronics,89.81,8117524510005,144
Veal - Nuckle,139,882.03,3/15/2023,Kwilith,Room 467,clothing,10.12,5698660283856,356
"Asparagus - White, Canned",526,465.48,11/12/2022,Geba,10th Floor,clothing,87.83,1687752176914,352
Tea - Decaf Lipton,180,943.46,2/19/2022,Browseblab,15th Floor,home goods,71.32,6001483613277,16
Onion Powder,213,604.44,4/1/2023,Midel,Room 259,electronics,90.21,7303522652489,60
Wine - Riesling Alsace Ac 2001,962,517.13,3/11/2023,Voomm,Suite 66,clothing,20.74,4278316892302,328
"Salmon - Whole, 4 - 6 Pounds",506,153.18,2/12/2023,Jaloo,Room 1580,clothing,99.35,5436837068438,16
Puree - Kiwi,20,166.61,9/15/2022,Pixope,Apt 1844,home goods,82.77,2561230858069,49
"Lemonade - Kiwi, 591 Ml",882,723.96,7/23/2022,Edgeblab,Apt 635,electronics,40.49,2391221965772,193
Tea - Lemon Green Tea,461,167.65,5/11/2023,Oozz,PO Box 98557,clothing,43.16,7116792170544,154
Cake - Bande Of Fruit,337,413.32,4/24/2023,Kare,Suite 20,electronics,33.91,4091769284249,63
"Oil - Truffle, White",554,671.82,3/20/2022,Tagpad,Apt 904,home goods,43.1,3669550824273,173
Macaroons - Homestyle Two Bit,978,771.04,11/11/2023,Tambee,Room 552,home goods,87.57,4304364526136,249
Daves Island Stinger,24,123.98,10/20/2023,Browsecat,Room 1119,electronics,83.97,1180853777562,102
"Rice Pilaf, Dry,package",955,76.79,12/15/2022,Katz,Apt 253,clothing,49.73,1072331600475,30
Mustard - Dijon,160,666.59,5/14/2023,Cogibox,Apt 1311,clothing,31.34,4686612059398,284
Ginsing - Fresh,56,945.21,6/9/2023,Roombo,Suite 77,clothing,79.46,4092209912175,337
Soup Bowl Clear 8oz92008,384,750.14,9/27/2022,Devpulse,Apt 1355,electronics,6.51,5124409216181,184
Wine - Piper Heidsieck Brut,341,899.17,8/19/2023,Skidoo,PO Box 83272,home goods,4.62,8750103374256,180
Chocolate - Dark Callets,191,290.58,11/13/2023,Oba,PO Box 61936,home goods,25.93,9722675661314,250
Oxtail - Cut,888,91.23,5/18/2022,Brainbox,13th Floor,electronics,36.29,2539656725210,157
"Radish - Black, Winter, Organic",908,577.15,7/30/2023,Avamm,Suite 81,electronics,64.28,3599243091667,241
Milk - Chocolate 500ml,622,273.29,4/16/2023,Browsecat,PO Box 25821,home goods,63.72,5151694258616,298
"Lamb - Racks, Frenched",759,503.73,4/28/2023,Bubblemix,14th Floor,clothing,11.21,8885418307872,2
Bread - Frozen Basket Variety,382,809.08,12/6/2022,Geba,19th Floor,electronics,15.87,4632464451833,221
"Wine - Red, Colio Cabernet",833,581.33,8/23/2023,Ailane,Apt 1181,clothing,79.56,1443802797260,188
Miso - Soy Bean Paste,260,354.45,6/5/2023,Skyndu,PO Box 35876,home goods,4.31,7944991723919,33
Corn Kernels - Frozen,471,946.79,8/9/2023,Twitternation,Apt 1902,home goods,76.62,3634233020059,122
"Juice - Pineapple, 341 Ml",609,978.98,8/7/2022,Tagpad,Room 522,electronics,97.18,6782474287457,133
"Bread - Rolls, Corn",116,902.22,11/29/2022,Thoughtblab,Apt 1552,clothing,11.87,6147317715603,195
Cheese Cloth,432,608.35,8/4/2023,Yodel,Room 402,clothing,10.17,8644910369760,4
Coffee - Egg Nog Capuccino,39,559.08,4/2/2023,Dabjam,Room 372,electronics,23.98,1293331224171,8
Muffin Mix - Banana Nut,100,14.84,7/5/2022,Kare,PO Box 97199,clothing,45.36,4289463401454,321
Banana Turning,457,589.12,12/27/2022,Twiyo,13th Floor,home goods,0.93,2956141987633,46
Lemon Grass,777,386.32,10/15/2022,Skiba,PO Box 20016,clothing,45.11,4065514980850,324
Venison - Striploin,328,972.13,1/20/2022,Kamba,Room 1172,electronics,92.98,7144846837945,150
Fennel - Seeds,181,340.98,10/16/2022,Meevee,PO Box 81190,clothing,70.24,7871015251573,119
Cinnamon - Ground,486,3.12,5/14/2022,Gabtune,4th Floor,electronics,51.31,7265722550648,9
Spaghetti Squash,308,433.98,10/9/2023,Gigaclub,Room 173,electronics,51.52,8121432625882,307
Sachet,779,796.96,4/7/2022,Thoughtsphere,4th Floor,home goods,41.56,5189505414452,304
Pastry - French Mini Assorted,388,644.05,4/12/2022,Trunyx,14th Floor,electronics,96.37,7679656449020,56
Bar - Sweet And Salty Chocolate,631,645.55,4/4/2022,Quire,Suite 51,home goods,43.63,6781641235088,118
"Stock - Beef, White",762,244.83,3/16/2022,Livefish,PO Box 60916,home goods,49.44,3184680950738,270
Sprouts - China Rose,104,900.59,1/31/2023,Meedoo,6th Floor,home goods,99.67,9498750688839,51
Bagel - Ched Chs Presliced,923,792.5,9/12/2023,Devify,Suite 56,home goods,10.15,6540063131142,327
"Nut - Hazelnut, Whole",190,751.62,4/26/2022,Cogidoo,13th Floor,clothing,43.34,4803039067478,345
Dc - Frozen Momji,143,683.69,4/24/2023,Geba,Suite 19,electronics,6.37,4717923379370,47
Cake Sheet Combo Party Pack,294,147.95,1/21/2023,Divanoodle,4th Floor,home goods,11.9,5100425927762,260
"Lamb - Whole, Fresh",77,647.89,10/29/2023,Flashset,Suite 14,clothing,32.06,1824345031785,200
Calypso - Lemonade,128,104.06,2/10/2022,Brainverse,Room 221,clothing,21.99,2584152036586,15
Flour - Bread,315,816.67,2/23/2023,Eare,10th Floor,home goods,90.79,3776234656851,190
"Mushroom - Enoki, Fresh",767,88.01,10/16/2023,Devbug,PO Box 72500,electronics,36.65,9327129596662,60
Russian Prince,199,846.4,12/30/2022,Voonyx,Apt 228,clothing,86.15,6412296942916,162
Radish,910,450.44,5/20/2022,Kare,PO Box 77283,electronics,39.68,1031012581760,72
Coffee - Espresso,787,207.71,6/9/2022,Eazzy,PO Box 70503,home goods,71.98,6919789709389,224
"Soup - Knorr, Ministrone",1,445.45,12/22/2022,Jayo,Room 240,electronics,65.14,7382499363868,135
Apple - Fuji,902,671.3,5/27/2022,Trudoo,PO Box 25342,home goods,56.29,3821648676159,332
Pasta - Fusili Tri - Coloured,4,132.97,1/8/2022,Yakijo,Room 964,clothing,12.74,9144981733086,78
Glove - Cutting,305,443.76,10/20/2022,Flashspan,Apt 1777,home goods,9.79,4299397332306,7
Veal - Sweetbread,350,808.94,3/9/2022,Dabjam,2nd Floor,electronics,57.48,6011328402696,57
"Wine - Red, Metus Rose",987,251.15,4/13/2022,Skimia,Suite 32,electronics,35.23,7364535748433,329
Sugar - Brown,198,71.58,7/17/2023,Muxo,Apt 51,clothing,29.91,5503112680667,20
Appetizer - Tarragon Chicken,695,805.11,5/21/2022,Pixonyx,13th Floor,clothing,32.04,6148943150759,121
Bar Bran Honey Nut,349,459.28,10/26/2023,Tagcat,Suite 25,electronics,86.98,9868804440502,47
"Pasta - Cappellini, Dry",3,535.67,7/15/2022,Quamba,Apt 506,electronics,11.81,9766252225897,271
Rice Paper,996,674.41,5/5/2023,Skimia,PO Box 94085,electronics,41.18,1660887272834,175
Breadfruit,194,877.38,11/15/2023,Jabbersphere,Apt 214,home goods,78.6,4462310007066,1
Longos - Assorted Sandwich,323,932.92,10/29/2022,Jayo,Suite 16,clothing,40.46,5111353186502,93
Chocolate - Dark Callets,276,959.94,3/6/2023,Skyba,15th Floor,electronics,49.63,7270196211984,168
Peas Snow,570,364.47,2/16/2022,Yakidoo,Suite 89,home goods,14.11,2095918685161,59
Hagen Daza - Dk Choocolate,890,305.15,2/24/2023,Blogtag,19th Floor,clothing,48.44,9043808944815,49
"Tomatoes - Plum, Canned",50,1.97,2/27/2022,Flashpoint,12th Floor,home goods,77.21,8486178062474,145
White Baguette,952,809.52,11/1/2023,Feedfire,Suite 22,home goods,22.5,5970543147350,267
Scallops - U - 10,371,383.35,10/30/2023,DabZ,Apt 770,electronics,21.06,4046121454135,45
Rosemary - Fresh,787,710.74,11/18/2023,Gabcube,Room 236,clothing,69.08,6753655522740,104
Orange - Blood,879,883.13,2/13/2022,Mymm,6th Floor,electronics,74.23,3562874139955,114
"Yogurt - Peach, 175 Gr",20,433.94,3/14/2023,Thoughtmix,Suite 22,home goods,53.81,4216708624409,298
Nantucket - Carrot Orange,598,330.63,6/30/2022,Kwideo,Room 1782,electronics,65.47,1364929093032,269
Cheese Cheddar Processed,256,246.49,6/10/2023,Abatz,Apt 95,home goods,41.45,8996846998729,163
Bread - 10 Grain,899,912.01,1/12/2022,Roomm,17th Floor,clothing,43.16,6586764700358,177
Pepperoni Slices,803,111.6,8/5/2022,Quimba,PO Box 43112,clothing,10.09,6034551230592,237
Pork - Side Ribs,369,861.14,3/9/2022,Edgetag,Room 413,clothing,82.03,1784515319692,291
Daves Island Stinger,884,755.79,4/28/2023,Skinder,Room 358,electronics,49.25,2678603937285,52
Sesame Seed Black,402,233.88,9/24/2023,Dabshots,Apt 1556,electronics,96.72,9427503904186,109
Mace,77,483.64,4/16/2023,Ooba,PO Box 87519,home goods,69.73,8661663673454,78
Tea - Jasmin Green,730,853.24,3/17/2023,Photospace,Room 963,electronics,39.05,1514066853939,336
Apple - Custard,769,178.1,8/1/2022,Yoveo,Suite 65,electronics,17.59,8415337696621,214
Pea - Snow,803,135.85,9/17/2022,Vipe,Room 1040,electronics,88.01,1197485325140,90
Apples - Sliced / Wedge,644,656.93,7/21/2022,Twitterwire,Suite 25,electronics,20.19,7643468441075,333
Energy Drink - Franks Pineapple,391,857.58,12/19/2022,Meembee,Apt 468,electronics,16.2,5745289315555,184
"Water - Mineral, Natural",254,31.19,2/18/2023,Edgeblab,Room 1980,home goods,47.88,8972390276727,315
V8 Splash Strawberry Banana,580,23.85,1/5/2022,Avamba,Suite 66,home goods,79.06,3188943336429,81
"Olives - Black, Pitted",594,377.37,12/14/2023,Abata,Room 312,home goods,83.8,9590231901670,190
Pepperoni Slices,597,576.82,5/26/2023,Chatterbridge,Suite 75,electronics,85.78,9515869600341,285
Flour - Rye,717,268.69,1/10/2022,Rhynoodle,PO Box 57872,electronics,43.23,9361228056986,187
"Wine - Sherry Dry Sack, William",178,947.66,3/2/2023,Quaxo,Apt 792,clothing,9.01,5538336991698,343
Seedlings - Clamshell,242,632.9,5/30/2022,Thoughtsphere,Room 1775,clothing,23.73,7113956760536,244
Cheese Cloth,476,164.85,10/16/2022,Tagtune,Room 1431,clothing,36.38,9406736834116,20
Nori Sea Weed - Gold Label,271,89.86,9/16/2023,Divanoodle,Apt 479,electronics,75.77,6618090331894,227
"Bread - Sticks, Thin, Plain",262,452.87,5/30/2022,Agimba,PO Box 48790,home goods,77.13,6228673117345,266
Wine - Zinfandel California 2002,400,77.36,10/10/2023,Shuffledrive,18th Floor,electronics,8.44,4180394759800,137
Flour Dark Rye,645,998.77,11/22/2022,Podcat,Apt 1637,home goods,61.49,1987676364983,335
Loquat,67,854.29,8/28/2022,Gigaclub,Apt 397,clothing,14.76,7204485722127,149
Pepper - Sorrano,927,977.72,3/30/2022,Devpoint,Apt 1940,home goods,10.66,6972057990205,265
"Placemat - Scallop, White",439,468.88,1/10/2023,Buzzbean,Suite 61,home goods,20.68,7130102048353,35
"Chilli Paste, Hot Sambal Oelek",437,520.77,6/30/2022,Voonte,Apt 1836,clothing,32.32,6622748906152,28
Bread Crumbs - Panko,850,842.3,4/30/2023,Janyx,Suite 61,home goods,34.22,5824400202434,140
Wine - Shiraz Wolf Blass Premium,800,494.08,9/12/2023,Tagopia,Apt 1571,home goods,76.53,9388630052458,260
Cup - 8oz Coffee Perforated,145,994.99,6/3/2022,Topiczoom,Room 1309,home goods,72.29,9674061129299,76
Silicone Paper 16.5x24,999,453.0,4/27/2022,Quinu,Apt 1852,clothing,28.78,3972787906782,312
Garlic,124,325.39,6/18/2023,Vinder,Apt 1465,clothing,53.5,4740364070478,219
"Sugar - Brown, Individual",461,361.55,9/17/2022,Katz,Apt 385,home goods,85.84,1295696567588,277
Tea - Herbal Sweet Dreams,644,283.24,10/3/2023,Browsebug,Apt 134,clothing,86.48,7286194764811,8
Carbonated Water - Peach,296,621.8,6/26/2023,Vinder,Apt 669,home goods,90.23,8338144347058,349
Toothpick Frilled,670,649.66,11/11/2023,Centizu,18th Floor,home goods,42.03,7950614345997,162
Sugar - Brown,654,983.71,7/18/2022,Topicstorm,PO Box 61438,electronics,34.61,1079555179991,219
Wine - German Riesling,705,283.83,7/15/2022,Photofeed,10th Floor,clothing,20.6,3942885636451,116
Wine - Chateauneuf Du Pape,638,571.81,10/20/2023,Einti,3rd Floor,electronics,1.73,6099973268080,334
"Veal - Insides, Grains",568,726.96,5/31/2023,Buzzbean,PO Box 48884,home goods,34.32,9417897719809,222
"Chilli Paste, Sambal Oelek",497,826.17,7/1/2023,Jaxnation,PO Box 58729,home goods,50.65,8873067384418,341
Grenadine,245,948.0,2/26/2022,Bubbletube,Apt 1480,clothing,83.24,7605782328900,57
Turkey - Oven Roast Breast,572,22.73,12/3/2023,Skinder,Apt 1150,home goods,5.5,3075978111751,287
Coffee Swiss Choc Almond,608,279.31,10/9/2023,Dabshots,PO Box 36102,electronics,79.77,6384543259285,56
Bacardi Limon,941,843.32,2/25/2022,Skiptube,Apt 147,clothing,77.35,1473513200977,310
Oil - Olive,98,527.33,5/1/2022,Devpulse,14th Floor,electronics,9.4,2102547343215,271
Quail - Jumbo,2,545.35,1/6/2023,Jabberbean,Apt 1787,clothing,96.56,6407490945772,139
"Chicken - Leg, Fresh",440,278.15,8/5/2023,Thoughtbridge,PO Box 71243,home goods,73.87,3991642662069,106
Lettuce - Frisee,373,775.72,11/2/2023,Twinte,17th Floor,home goods,32.6,2417113435625,2
Lettuce - Boston Bib - Organic,532,110.1,7/13/2022,Tagchat,Room 24,clothing,41.83,7587678508149,200
Bread Base - Toscano,716,981.31,1/29/2023,DabZ,PO Box 73515,clothing,78.92,6385954919101,357
Chinese Foods - Cantonese,386,307.07,3/11/2022,Flipopia,18th Floor,home goods,2.17,4242891934082,247
"Cheese - Brie, Cups 125g",237,340.66,4/20/2023,Voomm,Apt 1995,clothing,66.38,7314680137480,10
"Stock - Veal, White",151,277.23,1/16/2022,Talane,19th Floor,home goods,27.15,5986608370413,37
"Coke - Classic, 355 Ml",927,121.77,1/29/2022,Dabvine,PO Box 1403,home goods,44.99,4670686466005,79
Coffee - Decaffeinato Coffee,333,464.95,5/23/2023,Shuffledrive,Apt 420,clothing,45.45,1445422640370,137
"Pork - Bacon,back Peameal",483,676.02,10/12/2023,Skippad,Suite 61,home goods,48.02,3862720411995,303
Paper Cocktail Umberlla 80 - 180,842,631.56,3/20/2023,Wordware,Room 1773,electronics,93.31,2587483022996,14
Cream - 18%,513,928.31,12/6/2023,Roomm,Room 1509,home goods,93.19,6645269933365,262
Mints - Striped Red,909,289.34,8/1/2023,Skynoodle,Room 805,electronics,8.88,1633836973006,293
Calypso - Lemonade,386,301.74,11/17/2023,Feedfish,Room 50,home goods,81.02,3308499761678,361
Squid - U - 10 Thailand,67,271.02,5/21/2023,Realcube,Apt 1057,electronics,58.16,2587413697013,6
Dr. Pepper - 355ml,993,283.29,8/30/2023,Abatz,Apt 1833,home goods,56.38,8551687610720,274
Bread - Sour Sticks With Onion,553,763.84,11/22/2023,Omba,2nd Floor,clothing,1.99,1230220024184,29
Mousse - Banana Chocolate,658,254.69,7/29/2023,Skyvu,Suite 50,clothing,66.38,9439835439132,18
Cheese - Swiss,167,385.29,1/7/2023,Jayo,PO Box 36699,electronics,11.9,9011563041662,158
Smoked Tongue,142,596.98,9/15/2022,Livetube,20th Floor,home goods,74.67,2914528679023,239
Bandage - Finger Cots,933,335.24,10/10/2022,Twinder,Apt 110,clothing,47.71,3273778216481,120
Peach - Halves,206,725.51,2/2/2022,Flashpoint,Suite 7,home goods,89.52,2495980695623,13
Table Cloth 62x120 White,327,458.49,4/9/2022,Jabbersphere,Apt 252,clothing,81.07,9925488757794,104
Bouillion - Fish,913,207.42,12/21/2022,Youspan,Room 212,electronics,27.47,8864627808760,273
Hummus - Spread,881,442.32,12/28/2022,Avamm,Apt 1626,home goods,47.42,9523886167776,19
"Apple - Delicious, Golden",606,299.29,10/1/2022,Trupe,Apt 1054,electronics,70.21,9294116711937,277
